"enseigne","ca","surface_vente","surface_totale","potentiel_Z10","potentiel_Z15","potentiel_Z20","potentiel_Z5","nb_primaire_Z10","nb_primaire_Z15","nb_primaire_Z20","nb_primaire_Z5","nb_secondaire_Z10","nb_secondaire_Z15","nb_secondaire_Z20","nb_secondaire_Z5","nb_gsa_Z10","nb_gsa_Z15","nb_gsa_Z20","nb_gsa_Z5","nb_ophtalmologiste_Z10","nb_ophtalmologiste_Z15","nb_ophtalmologiste_Z20","nb_ophtalmologiste_Z5","nb_pharmacie_Z10","nb_pharmacie_Z15","nb_pharmacie_Z20","nb_pharmacie_Z5","nb_pdv_Z10","nb_pdv_Z15","nb_pdv_Z20","nb_pdv_Z5","nb_conc1_Z10","nb_conc1_Z15","nb_conc1_Z20","nb_conc1_Z5","nb_conc2_Z10","nb_conc2_Z15","nb_conc2_Z20","nb_conc2_Z5","REVENU_TOTAL_Z10","REVENU_TOTAL_Z15","REVENU_TOTAL_Z20","REVENU_TOTAL_Z5","P10_POP_Z10","P10_POP_Z15","P10_POP_Z20","P10_POP_Z5","P10_MEN_Z10","P10_MEN_Z15","P10_MEN_Z20","P10_MEN_Z5","P10_INACT1564_Z10","P10_INACT1564_Z15","P10_INACT1564_Z20","P10_INACT1564_Z5","P10_RETR1564_Z10","P10_RETR1564_Z15","P10_RETR1564_Z20","P10_RETR1564_Z5","P10_ETUD1564_Z10","P10_ETUD1564_Z15","P10_ETUD1564_Z20","P10_ETUD1564_Z5","P10_ACTOCC1564_Z10","P10_ACTOCC1564_Z15","P10_ACTOCC1564_Z20","P10_ACTOCC1564_Z5"
"Big Bazar",754523,171,265,1830082,60760,481451,2565171,20,26,10,5,13,22,27,31,40,43,73,49,27,19,0,13,43,134,27,86,2,2,1,3,2,4,4,1,0,1,2,2,2198617036,1157597159,6190977586,1931891381,419768,291767,518233,85427,139589,23094,59868,54599,72381,76454,86941,4465,4393,17295,26575,3761,329,33766,43075,12596,120700,131992,197101,33749
"Big Bazar",2066281,39,67,562324,3043227,2842684,401680,15,27,23,9,9,32,12,38,91,24,71,44,20,76,44,62,64,53,126,85,6,2,2,2,3,5,4,0,2,2,1,0,1928084243,7331505019,283625196,1938897202,252860,426451,419919,142957,27733,137884,139627,30247,82667,103559,104641,10166,13602,8684,3183,1304,395,44502,4586,26295,99824,108757,199336,5309
"Big Bazar",1828087,112,329,4037630,1863742,1240751,205899,17,4,3,19,4,13,29,34,59,36,31,64,42,7,58,34,45,78,62,89,3,3,4,4,1,1,4,0,0,0,1,1,5296580105,209464764,166498313,1990591222,77646,424678,254788,100585,149754,201499,56562,48101,24688,13008,123065,15882,15447,13791,14977,8602,37249,21295,21614,22316,77826,155654,60118,64936
"Big Bazar",2158416,215,200,270739,2085210,1111188,1484872,3,21,10,21,26,4,18,6,57,0,8,62,4,56,8,19,64,8,87,66,1,4,2,2,2,2,3,1,2,0,2,0,1965282566,942576519,1001583998,510115721,36455,212790,150486,9755,22704,74793,180012,43044,88488,101373,85952,14995,7471,13183,19325,3413,48576,2836,33837,25123,76277,144594,36504,64149
"Big Bazar",1259587,249,237,4273455,4029896,4644492,40018,2,16,18,20,16,26,42,36,47,10,40,7,61,37,22,38,35,118,105,26,2,3,5,4,0,3,1,2,0,2,2,0,4568191142,4894614409,5969153966,1679727326,149955,264876,327406,202647,192457,16992,7426,64188,35154,50133,22765,31336,17414,12386,16675,4387,38518,39724,52523,6153,34993,84730,190864,10399
"Big Bazar",1398780,166,297,2720728,2308431,3180436,1691102,0,26,24,21,1,34,42,24,46,65,17,44,65,45,1,54,104,110,24,61,1,1,5,2,2,2,4,2,0,1,1,0,886994380,6350696403,1952846560,3105513359,76654,338117,22674,82231,35882,52619,37723,9058,3470,39069,108619,7500,16653,12478,4994,1345,36261,12765,24457,20679,94180,106695,74200,25916
"Big Bazar",2415476,119,281,741684,3611216,2190179,915273,7,6,6,18,37,25,8,30,30,28,72,8,56,31,12,70,62,33,132,9,5,2,5,4,1,0,5,0,1,1,0,2,3280321052,5715387626,8577586333,571323553,306102,204376,103817,187124,97869,120209,232812,76919,71921,93742,39505,40787,15257,5543,23616,5038,7893,20835,46052,1340,150140,43925,201131,82468
"Big Bazar",1380057,75,283,2416508,2438341,4441299,1834826,13,12,7,8,13,37,31,21,20,9,20,20,14,70,64,71,25,156,45,48,0,1,3,3,2,0,4,1,0,1,1,1,314524134,1005543291,1588688897,375563879,31424,263291,53370,159646,177513,7527,25440,66646,38674,83925,121547,37029,959,17223,8079,2542,36076,13253,164,4244,151345,20089,159823,57074
"Big Bazar",924852,163,264,3319952,4515698,4088788,154635,19,19,1,15,10,10,20,29,37,0,64,28,70,34,24,52,45,102,85,3,5,3,5,2,2,2,4,0,0,1,0,0,5389298345,6615253450,2189863269,2793594234,410856,377847,249851,139400,109760,199666,99630,104067,4689,98372,28352,2674,16545,5773,20686,4360,23599,46563,59691,27015,57864,135056,90854,32616
"Big Bazar",1335839,52,431,562043,3105817,1683075,80082,3,7,19,1,11,43,21,26,34,13,11,12,49,35,8,41,69,156,138,67,5,0,3,1,1,5,1,2,0,0,2,1,5683493090,488100368,4625235657,2120391593,192349,290612,389824,57922,18513,55540,52478,37088,97410,89137,80588,32638,8466,8091,8121,4088,16591,14179,14741,18314,120112,52998,42090,58185
"Big Bazar",1510879,104,287,4256487,2041909,4818893,1219557,4,9,18,9,14,40,0,35,47,61,72,13,33,62,57,64,96,131,62,82,4,0,4,3,3,0,3,2,0,1,1,1,5570480166,5764783307,7742554532,1589079292,185854,133980,491264,79051,53464,206253,91748,65798,66136,93081,97971,403,3531,9165,3982,8511,30414,12584,39102,12778,56279,150509,97128,37477
"Big Bazar",2381104,257,467,1081866,3760099,1337286,1141224,20,26,3,12,4,37,22,7,77,75,22,39,69,5,32,41,31,111,88,57,1,4,5,1,2,2,5,2,0,2,0,1,5041554545,4768685526,4997056849,781125937,7993,447377,349478,20776,121095,206462,18657,95509,64038,19189,51967,7063,11918,10559,7351,5218,9772,37770,28876,7787,81620,123560,208146,39679
"Big Bazar",1960073,139,245,2645818,4501003,271823,2266396,0,23,21,21,16,8,19,39,25,14,36,23,52,63,20,33,19,20,112,82,5,5,3,1,1,5,0,1,0,0,0,1,6553182075,6594628053,7791427673,39919968,157488,39242,403046,165336,167201,195436,6803,46225,36191,47678,37295,12164,2691,19399,21226,4989,15996,26878,37778,25658,172987,116840,191436,64000
"Big Bazar",1471337,113,261,4452199,4104082,1104103,1703956,2,19,24,11,21,50,13,30,20,37,40,42,23,72,27,58,60,122,2,80,5,2,0,4,0,0,5,1,1,1,0,2,6507029576,4466318150,2959286026,3694977810,69577,289675,312248,59775,68419,187449,46663,11420,72660,81866,111246,16860,412,12587,836,2433,34103,7844,53121,8118,143430,184893,125024,21753
"Big Bazar",898358,215,327,3340882,3293774,190378,2704610,9,13,0,11,18,23,36,2,38,40,3,33,14,27,51,9,21,76,65,87,3,1,2,2,1,5,0,0,0,2,0,2,7057294095,4542656070,2191284650,1905542080,231196,353482,209803,60218,59457,106555,89732,30166,42318,29412,3540,23975,17472,1390,6564,374,30362,36173,35885,23457,4249,86100,8325,64132
"Big Bazar",1055363,111,120,2412905,903285,2878343,1257812,19,2,26,21,38,20,5,22,7,15,44,61,19,59,52,43,95,28,49,4,4,4,3,3,1,1,4,2,1,2,0,0,4157317004,499117086,7502657678,1664610978,66840,102062,221016,61616,142276,102517,253381,48606,29286,38487,72692,14603,717,20667,16024,8547,19553,41818,50650,4351,112646,95178,173134,38154
"Big Bazar",2564104,137,138,1854251,2876762,1638506,1802873,11,12,30,14,23,5,19,19,60,49,45,35,21,52,15,42,100,92,37,33,1,3,5,1,0,2,1,1,2,1,1,0,4946301062,5344642383,8372476413,1394805984,305290,79359,346008,148285,165679,159332,47469,777,97844,65115,21571,3533,13704,3996,11913,6694,46882,5385,13097,19167,86707,26689,59331,37256
"Big Bazar",2043951,32,93,2600511,1624529,4831213,2123932,21,24,21,4,10,26,41,26,82,7,55,5,54,58,48,67,141,116,87,53,2,1,4,1,1,5,2,1,1,1,0,2,296040027,4449290901,9187638177,1335282394,353204,71643,209507,3342,71898,72854,190879,25757,66677,88425,42883,25082,1975,18360,9861,8265,15003,44663,6305,16377,139360,16722,18340,51676
"Big Bazar",1560060,169,373,4473030,1989970,4011219,1971739,2,10,19,1,1,55,7,36,89,66,2,32,44,10,63,34,59,23,135,23,4,1,1,3,1,4,1,1,0,2,2,1,2969562394,162400314,2718390317,1853514229,147552,490323,285140,81157,162997,62421,174603,67178,72714,14335,117195,36078,6008,4606,984,6738,46683,32588,48072,3418,95556,112373,198067,74556
"Big Bazar",632367,192,295,2895977,768071,1938167,1291617,13,18,0,19,7,54,24,29,88,68,60,20,63,23,41,13,101,124,14,18,4,1,5,1,0,4,3,0,1,0,1,2,4653058804,1331229835,3976530642,2841746213,372454,68778,346448,163115,30886,108878,227235,100912,5111,57783,30189,30297,8440,6169,18279,4798,3823,24921,51362,29076,162847,143165,142207,32633
"Big Bazar",2497622,81,83,15820,957230,868160,1165547,7,19,30,13,20,29,23,0,51,25,34,25,28,25,0,34,131,62,54,65,3,2,4,2,1,4,2,0,0,2,1,0,208506460,3780275129,5024038986,2916541243,24893,54039,402250,73915,139179,67558,180906,28083,7397,13772,71652,18856,5604,812,18669,1647,44400,31670,19719,7095,82856,47502,112374,21458
"Big Bazar",1509947,90,99,1239823,4341283,134378,781310,13,6,6,10,22,11,13,8,8,58,72,13,23,42,62,14,34,63,115,97,5,0,1,2,0,4,1,2,1,2,0,1,5166432899,5759532771,4928483687,833426624,3408,154353,432248,206748,113848,21087,228047,35896,39511,24795,4021,5949,4548,21198,5477,7353,25995,4387,32987,9464,1633,4310,98622,37558
"Big Bazar",1205093,45,135,4016279,1501758,1370960,83106,18,9,6,2,14,49,14,30,47,20,29,50,15,19,59,68,93,74,86,25,3,2,4,4,0,0,4,2,2,2,2,0,5424672210,6814948151,2306913908,1505582142,188180,217602,202720,140678,185591,59692,141784,8798,32514,32028,5181,16808,7544,5770,15042,1252,20532,39557,13520,15585,119638,5845,121935,52773
"Big Bazar",1440861,261,199,3147662,1291003,3979072,1566245,15,25,23,2,35,41,38,32,25,32,43,59,1,17,3,64,72,67,30,98,6,2,2,4,2,1,3,1,2,1,0,2,1262556940,5404360751,5585269341,717731901,393048,245372,182478,37653,86923,200389,129528,94287,94549,89259,84570,24635,8555,15293,20579,3568,2040,24175,11889,4804,143222,87445,204915,17665
"Big Bazar",861423,236,64,1824319,3869707,4794680,1527246,9,27,0,19,28,25,19,33,83,46,23,3,10,3,39,26,33,78,43,18,1,3,0,4,2,5,1,1,1,0,0,1,4615639921,1955149065,6649237278,399751819,148245,190881,194999,194865,52693,189270,126548,22726,51634,73317,56908,3112,1812,16121,20635,7714,25546,8450,15896,28359,158059,29744,10641,79337
"Big Bazar",774215,261,469,3642491,3742559,1122433,550779,7,4,22,13,12,17,33,28,34,37,19,61,34,39,40,43,86,35,81,84,2,3,3,4,1,5,0,1,2,2,0,2,539571932,3707492190,8151855456,1491946768,211098,388625,417619,41375,78348,71648,179336,69697,75750,29195,71799,37195,1897,12660,3775,4687,9202,25972,35082,1651,95437,99720,40643,11208
"Big Bazar",1638715,168,115,3108872,1031276,792901,1510577,9,11,25,19,1,37,23,0,54,24,45,18,51,30,45,39,20,25,114,5,4,5,0,2,0,1,3,2,0,2,1,2,4350986383,5644293463,712501290,2609069080,238835,141313,352299,50856,127409,142573,204225,76364,12777,8652,109709,7192,14912,6523,20235,1964,45949,33839,59908,17554,7284,81706,179040,58558
"Big Bazar",2366776,144,321,5031780,706775,4651247,1779837,12,28,18,7,25,1,26,4,80,18,15,59,28,77,20,1,75,81,98,89,4,3,4,1,0,3,3,0,1,2,1,1,3017842237,2961252942,7118533213,1806191098,47250,450082,234896,205110,122422,174567,36881,71254,56653,100198,8213,4654,4624,14057,14733,1159,27571,14830,41202,16253,114681,158788,118730,34775
"Big Bazar",1320157,141,159,4103257,2973243,1238448,376382,2,15,18,22,10,6,21,34,1,24,59,8,7,12,65,2,68,25,37,78,5,5,5,2,0,2,3,2,1,2,2,1,5881625576,1809154144,8594260694,2749526055,218687,451728,154507,121278,73742,182828,159678,71653,9663,87261,36762,3174,10029,15294,19476,3084,4514,18829,10065,18609,80155,27675,79333,46978
"Big Bazar",986954,85,290,1622995,3121847,1926355,2483391,13,10,18,9,36,16,11,23,51,46,59,6,33,6,34,32,94,14,116,33,5,0,5,2,3,3,5,2,2,2,1,0,4194871452,7006290353,6721936887,2083177478,271673,411993,275715,145768,34667,8684,130079,88186,14993,14399,14171,34109,2979,12440,22485,2358,5030,26989,42198,29177,131520,89841,203839,47629
"Big Bazar",193350,218,375,5056928,536123,972265,704923,7,14,26,16,21,10,28,39,57,2,22,2,8,16,56,60,105,42,110,75,0,3,4,3,1,4,0,2,0,1,1,2,6406534811,5896140446,8459447673,2742892734,318844,278555,388880,73905,136593,139908,163142,28863,76947,73339,77780,5794,13067,4694,15798,6038,51674,39762,14233,20384,45406,170862,64058,11126
"Big Bazar",2111223,30,72,4765009,2592486,2369558,2498230,0,3,9,22,33,7,43,25,47,49,18,36,0,17,21,19,116,16,50,19,4,2,4,3,3,4,0,1,0,0,1,2,3368595928,6193088847,2208287616,1459978755,79863,337606,397698,206219,40922,104292,253751,44787,86745,94982,122167,23649,13865,3426,24462,1272,37261,44502,39364,20899,174728,52450,19475,35209
"Big Bazar",2382482,23,426,1248397,3888258,3369651,1105832,17,23,2,21,24,30,41,29,63,48,80,8,47,76,55,50,113,59,94,88,4,5,1,3,3,3,0,0,0,2,0,1,3047260140,2816227952,7270789814,1622712054,360743,405273,331585,17868,172563,35653,148636,67445,1868,12695,50816,20954,7541,6211,19191,4386,9018,23515,32035,8612,159050,159646,15239,40504
"Big Bazar",452391,46,384,807499,4023503,1189015,2449232,22,25,14,20,15,0,19,13,69,12,61,51,48,58,36,26,69,91,46,40,6,4,3,4,3,1,4,2,1,0,2,2,1353477290,4326694864,2357041073,1684450676,29964,38301,379774,47598,4015,197936,161141,56679,84223,62270,25175,29939,17006,11222,11159,5989,21003,7119,20510,25640,68337,171216,91307,69611
"Big Bazar",1053298,211,243,3525975,697909,1154914,2180457,1,19,21,18,25,5,17,18,79,34,59,26,29,65,60,38,17,12,79,89,0,0,1,1,2,1,2,1,0,2,2,2,6448079637,6894289275,6460951345,1303801705,257106,338458,157374,164790,27469,87965,120686,33922,63440,28627,46199,10080,2441,23332,18978,3833,38839,21078,25595,8287,33805,30779,104089,9548
"Big Bazar",575001,170,335,462024,2835327,616522,2352597,4,22,12,5,25,45,18,25,33,37,54,3,50,19,40,62,11,67,31,75,1,0,1,2,2,5,3,0,2,1,1,2,374646787,2751012004,5146002648,3721681057,214403,398883,196038,39495,147224,117307,97846,99093,69687,101884,25221,24925,7498,19221,24257,1056,2810,48396,59805,7340,152370,97336,14719,6125
"Big Bazar",2432014,157,466,4167680,1968127,782006,661072,17,10,17,16,28,31,32,13,29,80,51,59,72,17,27,32,101,98,43,100,1,3,0,2,1,5,4,2,2,0,2,0,2036678218,4446636368,6583216804,2455842362,336646,220107,201409,36336,113396,136377,94093,79370,90813,38659,19371,41458,16831,3232,12610,8318,7372,31541,5768,12358,44189,85134,67687,47801
"Big Bazar",641475,230,270,2793540,2862015,405527,666703,5,6,2,9,24,17,41,37,34,46,14,10,12,24,43,9,58,75,132,78,2,4,4,2,0,5,0,2,2,2,1,2,4987528258,2979698544,2665516250,1805616505,46879,54208,239233,168183,67490,121689,219140,27526,52968,95621,63205,39823,10720,19841,4556,6203,41386,32400,2385,11686,51681,23863,11077,14220
"Big Bazar",1038470,88,360,5017986,1341559,1671192,2271837,12,3,2,18,0,45,40,36,1,19,16,15,71,62,12,30,18,73,138,103,1,0,0,4,1,5,3,0,1,1,1,2,561866420,2450818976,6033364329,2796584028,392809,134778,98824,177896,162324,105254,10428,41232,21746,15157,77884,14154,6329,11567,15610,1714,54678,46807,14450,476,50781,16003,1442,82799
"Big Bazar",2478315,215,417,5064236,744692,1181286,724307,21,23,2,12,10,47,10,31,41,25,32,40,16,12,52,38,10,60,25,94,6,1,1,4,1,0,4,1,0,1,1,0,2402921521,5182578080,2848354026,2948265437,141926,349831,154259,79598,132736,133334,228337,87026,10760,53403,33312,19235,15381,9201,23037,7592,3948,37306,54684,11413,10179,102858,56017,25046
"Big Bazar",1242004,107,213,79864,2798496,1031712,545545,14,15,29,22,9,50,10,22,35,59,52,49,11,37,21,29,31,3,129,87,1,4,5,2,2,5,3,2,1,1,0,2,903280369,5634622253,2813027347,2444650166,436130,197380,65082,160475,199628,154938,219741,9516,19711,12995,120355,18024,4703,5593,1223,5311,22549,31196,58618,19014,62713,86357,102665,81523
"Big Bazar",1803573,90,79,4737756,2471271,4458872,801472,15,25,9,21,8,0,3,6,24,7,57,62,26,70,25,45,16,146,77,52,3,5,2,4,1,4,0,2,2,0,0,2,3392074946,4539618572,4262589830,2250971206,194466,486956,30214,74222,149500,56740,105781,53193,63196,67531,65647,8485,9392,20186,24687,1780,34067,26730,49226,24905,98003,62680,114235,59495
"Big Bazar",1529205,50,64,2697297,772626,3510055,269324,7,25,18,4,17,41,32,6,22,11,44,5,65,58,21,10,10,0,81,43,5,5,3,1,0,0,1,2,2,0,0,2,2983928059,2408502274,917140198,2132656358,40046,405561,128088,90362,99963,50465,189867,70189,41123,8928,6805,39442,4831,4136,25665,5135,29224,45316,54724,19399,77102,100115,71444,48203
"Big Bazar",486416,147,447,2817519,4009680,3588803,309731,1,16,12,9,4,32,42,32,21,75,62,41,72,63,33,4,18,10,39,33,1,5,0,2,0,2,4,2,2,1,0,2,459252148,1218735152,7929036312,3429146777,365790,276931,251838,211588,113861,82132,131789,68844,21595,56219,52155,20760,16238,9986,1160,623,10111,5493,4931,22066,23673,129280,141110,40924
"Big Bazar",1023348,63,414,1389965,1969825,1286328,58694,2,24,22,2,28,12,34,25,81,24,40,1,4,61,4,73,3,148,91,20,4,1,2,2,2,0,1,2,0,1,2,2,2383109178,4747168736,4419874831,223595907,243239,490840,345646,30584,129330,168770,118926,26585,97455,74702,98349,20487,7070,13594,25785,8687,50325,8743,31755,6263,28014,140898,40455,36861
"Big Bazar",1777629,155,267,2917888,2162019,1529502,1273226,20,0,11,6,10,50,14,23,27,17,48,43,38,51,20,44,24,132,7,100,2,5,4,3,2,3,0,2,1,2,2,0,2579146599,594344813,9237304702,1408186217,288984,226313,221509,168835,55506,157567,90108,87274,41179,21903,45219,2023,11610,22876,14384,8458,27881,29252,13627,5125,139098,85281,6855,16256
"Big Bazar",1847379,43,464,3118270,592373,3177759,851936,14,19,0,10,11,10,27,4,80,21,30,20,74,6,49,4,4,124,0,92,4,4,2,2,0,1,1,1,1,1,2,2,2094824267,6741660705,1834492364,2669408450,56119,365724,17454,175554,135058,145098,100588,7209,27706,47495,33924,27632,5454,8018,16009,2622,25222,23073,27472,4350,10743,136866,222235,55027
"Big Bazar",546213,154,216,2951468,587462,4688742,1641800,21,3,29,4,9,20,30,27,86,27,64,16,74,37,64,32,36,157,95,102,4,4,4,1,2,1,0,2,1,2,0,1,6753383595,214150565,6438107056,313380453,222506,343895,383914,27492,13873,171713,42745,11505,61085,76770,7118,27187,17812,7814,25204,8309,51980,7164,34304,27898,146566,64323,113342,16520
"Big Bazar",970427,185,374,2079680,2845010,2284272,1875663,12,10,10,1,29,53,13,30,53,39,23,46,34,13,9,43,21,131,7,45,6,5,0,4,3,4,5,0,1,1,1,2,5096015428,7330647045,5738202794,613571345,97651,312303,53075,142723,182089,156808,28261,26902,54888,50367,61487,12696,12040,17723,20090,2110,11960,11973,16219,26882,116922,18066,202107,2283
"Big Bazar",1231692,227,328,4553807,4627056,4581544,2359537,21,19,0,2,14,32,34,1,49,9,20,18,58,21,47,70,78,144,137,59,4,4,4,1,2,5,5,1,0,1,1,0,3386930934,3272432719,8737922077,1383131731,403324,349374,274753,4942,67884,118153,228428,93292,40392,75822,5600,13784,15703,12747,2197,7684,25595,46243,38622,27986,34468,165502,12987,17035
"Big Bazar",2046416,37,60,3971371,2416557,4123395,1484117,18,14,11,4,33,40,35,15,22,54,55,16,56,44,33,71,9,144,77,92,6,2,0,4,2,3,2,1,1,1,2,1,1358357649,551768049,6592001121,2214229708,78377,302249,297687,117719,11640,76927,83557,70501,18884,56472,28360,40667,12633,15349,15832,2891,47893,18273,4764,25224,99263,117848,133142,28770
"Big Bazar",761388,76,456,1330451,1767171,2538033,1758815,0,4,14,2,6,31,11,28,68,55,70,62,63,37,63,32,22,1,64,26,0,0,2,1,1,0,1,2,2,1,0,0,2930366320,1152706809,32133280,526094103,375082,149716,520060,62217,194998,149212,13194,68794,63988,34046,48232,11411,5017,14340,13586,3408,8491,6312,27599,29429,24683,107763,32842,84256
"Big Bazar",1254275,126,98,1670981,1453473,4343699,1804861,0,18,0,15,24,30,13,33,53,45,29,57,66,62,51,1,106,124,44,43,3,3,0,1,3,5,3,2,0,0,2,1,3075602148,1754143989,331033737,3487461974,203220,272114,459822,77163,34006,209787,82213,56078,15184,5387,34948,3755,17811,20008,14651,964,4350,4208,7696,20034,122865,99466,82861,4188
"Big Bazar",1761859,103,168,3742968,2726144,2080909,656796,21,18,11,7,30,19,18,1,14,7,66,25,70,31,31,18,115,105,37,75,4,5,3,1,1,0,3,0,1,1,1,2,3633432702,1398808895,7562032222,1605583220,234500,398427,127174,115162,193513,143524,213410,44441,67699,66585,70815,17124,4386,6183,1083,3405,20767,21035,57115,285,86083,123574,176708,76370
"Big Bazar",2181086,208,317,1549241,3800461,2321245,1011077,22,7,8,3,19,13,24,10,48,65,52,20,67,63,1,44,154,72,105,33,2,3,0,4,2,3,3,2,2,1,0,0,6739934329,5669392575,2899731484,3249960982,342821,108317,539018,27332,165754,65045,1053,19935,60449,83023,13901,1778,13496,6083,24399,839,13775,46061,53384,6234,51821,127291,217004,61997
"Big Bazar",710911,41,268,751291,735810,2066281,837695,6,10,15,22,9,18,36,3,36,74,45,19,31,39,29,73,37,112,111,42,3,4,2,2,3,1,5,2,2,0,0,0,7018896688,3066132640,7717291649,2622969668,14915,104632,361671,76123,189735,34928,208276,28751,68735,60856,103222,18405,4429,22089,20604,3155,15723,10175,46613,3819,117173,122030,39517,79794
"Big Bazar",223565,62,301,4430083,3631517,1700632,2272305,0,25,10,11,35,53,27,22,75,64,46,21,9,60,2,36,87,35,20,95,2,1,2,4,0,2,4,1,2,2,2,2,4577539604,3537604652,5959320599,1643847055,413090,23010,542672,211621,87457,3929,89378,75170,16327,40594,7875,24394,12227,3937,10285,4592,53415,42136,49727,12651,64091,153582,57325,36812
"Big Bazar",1554639,229,263,1945638,2944690,3869167,1612453,10,12,25,21,32,1,29,10,83,11,76,13,7,27,59,71,21,32,14,97,5,3,4,4,3,2,2,1,2,0,1,2,612038151,1722660191,8370651624,3427418070,303476,113562,91151,175716,92605,157785,169964,84924,28081,16602,85196,31004,12776,9739,703,3095,14931,20775,39414,29205,155980,172276,69005,75632
"Big Bazar",1026032,150,291,3675664,4940774,960004,2346213,3,9,5,10,9,0,35,37,13,41,5,36,36,57,22,34,99,58,96,68,3,3,3,4,3,1,2,1,1,2,1,1,2859541276,4841469881,8399244614,1911038711,168319,140590,456418,84587,184474,91432,236691,94745,77269,31878,110784,27092,9272,13085,7414,4956,17883,10685,41415,3732,49804,6423,37497,75823
"Big Bazar",1246428,191,167,4331514,1868747,4429933,1831696,15,13,30,15,9,2,27,2,71,71,6,21,42,70,49,15,80,151,54,62,4,5,0,4,3,3,2,0,2,0,0,1,1465333754,5146035238,62776968,935939177,270417,260544,285343,48472,88099,72273,146941,24654,18759,47584,50658,21709,418,4925,14124,5036,50794,23719,59000,11011,173752,83374,85654,83001
"Big Bazar",702083,194,419,2969429,3645348,67468,2107551,15,22,22,0,1,48,38,9,41,15,64,45,58,41,46,61,22,29,17,24,1,2,3,1,3,2,4,2,0,0,1,0,5613248590,1184207480,1928618377,641056302,416658,262639,118164,134636,186000,151886,181208,35089,40818,34920,8473,25649,18319,2129,2895,1918,5778,20815,45872,11167,121442,122241,8322,54915
"Big Bazar",2086449,241,47,3189617,2665760,1535810,71294,14,23,24,21,4,52,17,28,7,18,32,21,8,71,15,59,27,98,95,54,6,2,2,2,1,4,1,0,0,0,1,2,3335182950,4285233307,2011112680,599159007,429636,404406,227238,98567,198067,94941,240544,69227,565,26325,11600,6467,2328,6953,20805,6509,46788,7287,27400,2409,111113,155924,140344,64527
"Big Bazar",597026,75,221,820756,3158070,3711270,558089,11,24,28,12,17,9,28,20,0,5,2,22,44,2,14,2,36,70,136,89,0,1,2,4,3,1,3,0,2,2,1,1,6064364748,45928641,788089211,3740099808,343465,357079,398773,176131,192810,170471,28875,113151,95462,67562,36965,26713,13899,20476,954,8208,47579,15233,50321,1084,13322,146846,183736,49256
"Big Bazar",1377924,101,417,4801019,714757,3393447,1096606,12,13,23,19,26,16,20,6,85,27,57,55,69,52,35,26,45,89,104,72,3,3,2,3,1,3,2,1,1,2,2,1,2810748672,4694698432,418035523,2962330143,341220,340319,332062,50225,188814,113103,57934,49072,41289,1566,67933,23229,11939,14569,25627,6335,26697,713,11244,14809,6354,29532,75816,18413
"Big Bazar",2113956,103,209,1779573,338700,3600551,2560458,11,4,24,19,4,14,15,39,86,80,24,17,12,48,28,60,128,78,52,44,4,0,0,3,1,1,1,1,1,0,0,1,896607747,1824893044,6336112897,1718069913,271746,185421,259472,178021,6590,185391,73604,22154,23674,41453,112147,39097,8721,14014,7035,5656,1792,43869,26711,6350,66839,136798,17325,78965
"Big Bazar",2394718,146,122,1795801,2850617,3953529,1522504,3,14,12,13,18,50,37,4,33,49,13,55,54,64,27,47,91,72,112,60,0,5,2,2,2,4,5,0,0,0,0,0,6398953907,6403975406,2795074834,706350328,234742,153211,164061,198874,77036,75535,142509,27338,38290,22159,20231,28520,1335,15419,4636,4476,27533,15097,30447,19801,113240,48153,36749,6584
"Big Bazar",1335168,268,431,1655674,1838693,4428850,1765495,7,1,0,18,15,14,42,38,5,25,59,2,21,10,20,42,139,133,109,9,4,4,1,4,2,5,4,0,1,2,2,1,1787151294,3966415445,4451351632,2522509101,273375,303405,227711,131880,172974,16421,112626,48785,58527,76691,38462,25145,435,15314,7184,6540,18015,32998,11394,3767,119060,164846,178479,46553
"Big Bazar",1728379,75,45,3876976,4202865,543541,1601602,8,5,3,8,15,26,5,24,30,42,33,27,16,43,34,67,102,37,94,71,6,0,5,4,1,4,4,2,1,1,1,1,2424640189,4781737329,4592909207,939445364,52773,100758,469529,77009,168301,36890,83858,80467,9869,81014,84898,22135,9492,14514,22963,4852,8795,7878,56938,1977,129700,77980,66960,84453
"Big Bazar",1731039,208,262,2722440,4436670,2674290,634279,5,13,7,6,31,16,30,2,72,23,39,1,22,20,57,24,8,148,96,13,6,5,0,3,0,3,4,0,1,1,2,0,6771870622,4908841674,5388182468,2178003503,347420,294464,371714,147473,106356,137641,46668,68414,80897,44943,75492,24673,15719,3575,7369,6244,38122,18817,49153,7389,31277,103789,2901,26392
"Big Bazar",451613,179,352,5044503,4529796,1411139,907288,22,10,17,1,19,24,33,9,35,51,48,17,11,6,16,33,67,14,109,20,3,2,0,1,1,5,1,1,1,1,2,2,1611093895,3921454914,4773508909,2115050600,93452,453117,302992,73531,141997,4023,189583,110208,21797,88136,12759,29902,327,18441,8396,3030,30911,32435,53659,13953,137215,137436,101451,13794
